id,season_code,flag_holiday,flag_working,category_weather,feature_temp,feature_feel_temp,feature_humidity,feature_wind,demand,Year,Hour,Day_of_Week,Month
362,4,0,1,2,0.5,0.4848,0.55,0.3582,245,2011,13,4,12
363,1,0,1,1,0.24,0.2121,0.6,0.2836,182,2012,19,4,12
364,1,0,1,1,0.22,0.2424,0.75,0.1045,180,2012,10,1,2
365,4,1,0,1,0.32,0.3182,0.39,0.194,171,2011,20,5,11
366,2,0,1,2,0.3,0.2879,0.7,,337,2011,17,4,3
367,4,0,0,1,0.58,0.5455,0.35,0.5522,636,2011,12,6,10
368,1,0,1,2,0.08,0.1212,0.42,0.0896,87,2012,11,3,1
369,3,0,1,1,0.54,0.5152,0.56,0.1642,32,2011,4,2,8
370,4,0,1,2,0.66,0.6212,0.47,0.3284,381,2011,13,5,9
371,3,1,0,2,0.78,0.697,0.43,0.0896,270,2012,23,3,7
372,2,0,1,1,0.22,0.2121,0.37,0.2537,36,2011,5,2,3
373,4,0,1,1,0.3,0.2727,0.49,0.3582,324,2012,20,2,11
374,4,0,1,1,0.34,0.3333,,0.1343,45,2011,1,4,11
375,1,0,1,2,0.34,0.3485,0.81,0.1045,184,2012,11,4,1
376,1,0,0,2,0.24,0.2424,0.87,0.0,198,2012,15,6,12
377,4,0,1,1,0.36,0.3333,0.76,0.3881,96,2011,23,2,11
378,1,0,0,1,0.1,0.0758,0.46,0.4179,30,2011,3,0,1
379,1,0,1,1,0.2,0.1818,0.34,0.2985,103,2011,14,3,2
380,2,0,1,1,0.54,0.5152,,0.0,92,2012,1,5,3
381,2,0,1,1,0.42,0.4242,0.44,0.194,190,2012,22,1,4
382,2,0,1,1,0.58,0.5455,0.49,0.3881,676,2011,8,2,6
383,3,0,0,2,0.64,0.5758,0.89,,46,2012,4,0,8
384,2,0,1,1,0.42,0.4242,0.35,0.1343,276,2012,21,4,4
385,4,0,1,3,0.4,0.4091,0.94,0.194,209,2011,19,1,11
386,2,0,1,3,0.64,0.6061,,0.1045,407,2012,17,3,5
387,2,0,1,1,0.56,0.5303,0.49,0.2239,566,2012,20,4,4
388,1,0,1,1,0.68,0.6364,0.39,0.1642,469,2011,18,5,3
389,4,0,1,3,0.4,0.4091,0.94,0.1343,33,2011,1,2,11
390,4,0,0,2,0.62,0.5606,0.88,0.0,284,2011,22,6,9
391,4,0,1,1,0.34,0.3485,0.53,0.1045,495,2012,9,5,11
392,4,0,1,1,0.38,0.3939,0.37,0.2537,302,2011,16,2,12
393,4,0,1,3,0.42,0.4242,0.88,0.1343,67,2011,23,3,11
394,2,0,1,2,0.22,0.2121,0.32,0.2239,187,2011,9,1,3
395,4,0,0,1,0.22,0.2121,0.69,0.2537,167,2011,20,6,12
396,3,0,1,1,0.6,0.5152,0.94,0.1045,80,2011,0,4,9
397,4,0,0,1,0.48,0.4697,,0.3881,144,2011,22,0,11
398,3,0,1,2,0.66,0.5909,0.89,0.4179,983,2012,17,5,7
399,3,0,1,2,0.6,0.5606,0.83,0.1642,379,2011,16,2,9
400,3,0,0,1,0.72,0.6667,0.48,0.2836,528,2011,19,6,6
401,4,0,1,2,0.36,0.3485,0.57,0.194,483,2012,16,4,11
402,4,0,1,1,0.5,0.4848,0.45,0.4179,331,2012,11,2,10
403,2,0,1,1,0.2,0.1818,0.59,0.3582,164,2011,7,5,3
404,3,0,1,1,0.92,0.8182,0.29,,519,2012,16,5,7
405,4,0,1,1,0.32,0.3333,0.81,0.0896,30,2011,4,4,11
406,3,0,1,1,0.72,0.6667,0.51,0.1642,816,2011,17,1,9
407,4,0,1,3,0.46,0.4545,0.94,0.0,209,2011,7,3,11
408,4,0,0,1,0.2,0.2121,0.75,0.1343,120,2011,0,0,12
409,2,0,1,1,0.5,0.4848,0.18,0.0,872,2012,18,2,4
410,3,0,0,2,0.66,0.5909,0.89,0.2836,71,2012,6,6,9
411,1,0,1,1,0.36,0.3333,0.34,0.4179,294,2012,12,5,3
412,4,0,1,3,0.52,0.5,0.83,0.2537,67,2011,6,3,10
413,3,0,0,2,0.74,0.697,0.66,,694,2012,12,6,7
414,4,0,1,2,0.4,0.4091,0.76,0.1045,317,2011,16,1,10
415,1,0,1,1,0.38,0.3939,0.43,0.2239,478,2012,19,2,2
416,1,0,1,2,0.64,0.6212,0.5,0.194,594,2012,19,4,3
417,2,0,1,2,0.34,0.3182,0.46,0.2239,111,2011,10,3,3
418,1,0,0,1,0.34,0.3636,0.46,,187,2011,17,0,2
419,4,0,0,2,0.26,0.2424,0.56,0.2836,48,2011,6,6,12
420,3,0,1,1,0.54,0.5152,0.6,0.3582,48,2012,2,1,9
421,4,0,0,1,0.3,0.3333,0.81,0.0,194,2011,9,0,12
422,2,0,1,2,0.62,0.5758,0.83,0.1642,529,2012,19,3,5
423,1,0,1,1,0.36,0.3485,0.4,0.2239,168,2012,22,5,2
424,2,0,1,2,0.6,0.5758,0.78,,278,2012,11,2,5
425,3,0,1,1,0.6,0.6212,,0.194,72,2011,0,2,8
426,4,0,1,2,0.26,0.303,0.65,0.0,71,2012,0,4,11
427,2,0,1,1,0.72,0.6667,0.54,0.1642,770,2012,19,3,5
428,3,0,0,2,0.6,0.5455,0.88,0.1045,176,2012,0,0,7
429,3,0,1,1,0.74,0.6667,0.48,,254,2012,23,4,6
430,4,0,1,2,0.6,0.5455,,0.194,164,2012,12,2,10
431,4,0,0,2,0.4,0.4091,0.76,0.2985,324,2011,16,6,10
432,3,0,0,1,0.64,0.6212,0.53,0.0,95,2011,2,6,7
433,4,0,1,1,0.4,0.4091,0.82,0.1045,175,2011,6,2,10
434,2,0,0,2,0.62,0.6061,0.61,0.1045,790,2012,15,0,5
435,4,0,0,1,0.32,0.3485,0.87,0.0,29,2011,5,0,10
436,4,0,1,1,0.5,0.4848,0.45,0.1642,733,2011,17,1,11
437,4,0,1,2,0.44,0.4394,0.47,0.3582,214,2012,10,3,12
438,4,0,0,1,0.46,0.4545,0.55,0.194,454,2011,14,0,11
439,3,0,0,2,0.62,0.5909,0.73,0.0,87,2012,23,0,8
440,1,0,0,1,0.32,0.3182,0.42,0.1642,143,2012,20,0,2
441,2,0,1,2,0.58,0.5455,0.88,0.194,278,2012,20,1,5
442,1,0,1,2,0.3,0.3182,0.42,0.0896,282,2012,13,5,2
443,2,0,1,2,0.56,0.5303,0.4,0.2985,363,2011,15,5,4
444,3,0,1,2,0.54,0.5152,1.0,0.194,467,2011,7,3,9
445,3,0,1,1,0.78,0.697,0.43,0.2537,361,2012,14,1,6
446,4,0,1,1,0.54,0.5152,0.68,0.0,61,2012,1,3,10
447,3,0,0,1,0.8,0.7424,0.49,0.1642,300,2011,21,6,7
448,4,0,0,1,0.5,0.4848,0.68,0.0,190,2012,21,0,9
449,4,0,1,1,0.34,0.3636,0.61,0.0,292,2011,19,5,12
450,2,0,1,1,0.62,0.5909,0.78,0.1343,426,2012,21,4,5
451,2,0,0,2,0.64,0.6212,,0.2239,414,2012,21,6,6
452,4,0,1,1,0.24,0.2879,0.75,0.0,85,2011,23,1,12
453,1,0,1,1,0.64,0.6212,0.57,0.2537,1098,2012,18,1,3
454,3,0,1,1,0.72,0.7121,0.84,0.1343,33,2011,4,5,7
455,2,0,1,3,0.24,0.2273,0.93,0.2239,26,2011,3,4,3
456,3,0,0,2,0.72,0.6818,0.7,0.1045,613,2012,11,6,7
457,2,0,0,2,0.64,0.6212,0.53,0.194,251,2012,21,0,5
458,3,0,0,1,0.7,0.6667,0.74,0.1642,116,2011,23,0,8
459,3,1,0,1,0.74,0.697,0.7,0.2239,695,2012,16,1,9
460,3,0,1,2,0.86,0.8939,0.63,0.2985,167,2011,11,4,7
461,1,0,1,1,0.2,0.1515,0.47,0.5821,99,2011,12,3,1
462,1,0,1,3,0.26,0.2727,,0.1045,126,2012,16,3,2
463,3,0,1,1,0.74,0.6667,0.45,0.0,377,2012,22,5,7
464,4,0,1,1,0.3,0.2879,0.42,0.2537,180,2011,21,4,11
465,3,0,1,1,0.66,0.6061,0.78,0.1343,387,2011,7,5,8
466,1,0,1,1,0.1,0.1212,0.54,0.1343,26,2011,2,5,1
467,3,0,1,1,0.9,0.7727,0.25,0.2239,609,2012,14,5,8
468,1,0,1,2,0.34,0.3182,0.71,0.2836,143,2011,20,2,3
469,4,0,1,1,0.3,0.3182,,0.1045,852,2012,17,4,12
470,3,0,1,2,0.6,0.5606,0.83,0.0896,104,2012,0,2,8
471,1,0,1,1,0.22,0.2273,0.51,0.1343,243,2011,18,4,1
472,4,0,1,2,0.3,0.2879,0.56,0.2537,227,2012,21,2,11
473,2,0,1,2,0.66,0.6212,0.61,0.2239,380,2012,12,4,6
474,4,0,0,1,0.24,0.2879,0.6,0.0,108,2012,22,0,11
475,4,0,0,1,0.4,0.4091,0.43,0.0,490,2012,10,6,10
476,1,0,1,1,0.56,0.5303,0.73,0.0,396,2012,21,2,3
477,4,0,0,2,0.6,0.6212,0.56,0.4179,797,2012,14,6,10
478,1,0,1,3,0.36,0.3333,0.0,0.3284,41,2011,6,4,3
479,2,0,1,1,0.68,0.6364,0.69,0.2537,117,2011,0,5,5
480,3,0,0,1,0.74,0.697,0.66,0.194,469,2011,15,0,8
481,1,0,1,1,0.2,0.1818,0.32,0.3582,166,2011,7,2,2
482,3,0,1,1,0.94,0.8788,0.38,0.3881,526,2012,16,4,7
483,1,0,1,1,0.42,0.4242,0.26,0.0896,735,2012,17,2,2
484,1,0,0,2,0.3,0.303,0.93,0.1642,26,2011,4,6,3
485,2,0,1,1,0.62,0.6212,0.5,0.0,284,2011,13,3,5
486,3,0,1,1,0.6,0.6212,0.53,0.2985,509,2012,9,1,9
487,4,0,0,1,0.44,0.4394,0.88,0.0,45,2011,5,0,10
488,3,0,1,2,0.82,0.7879,,0.1642,214,2011,10,2,7
489,2,0,0,1,0.7,0.6515,0.65,0.2239,395,2011,10,6,5
490,4,0,1,3,0.46,0.4545,1.0,0.2239,29,2011,3,3,12
491,3,0,1,1,0.66,0.6212,0.74,0.1045,38,2011,4,2,8
492,3,0,1,1,0.64,0.5758,0.89,0.1642,389,2012,21,4,9
493,1,0,1,2,0.22,0.2273,0.8,0.1642,203,2011,18,2,1
494,3,0,1,1,0.56,0.5303,0.78,,33,2011,3,3,8
495,3,0,1,1,0.8,0.697,0.26,0.0,377,2011,12,5,7
496,4,0,1,1,0.3,0.2879,0.45,0.2239,316,2011,19,4,11
497,4,0,0,1,0.62,0.5758,0.83,0.0,351,2011,20,6,9
498,4,0,0,2,0.4,0.4091,0.94,0.0,242,2012,23,6,12
499,2,0,1,3,0.56,0.5303,0.88,0.2985,230,2012,7,1,5
500,1,0,0,1,0.16,0.1818,0.47,0.1045,84,2012,0,6,1
501,4,0,1,1,0.5,0.4848,0.72,0.194,716,2012,19,3,10
502,3,0,0,3,0.66,0.6212,0.69,0.2836,285,2011,11,6,9
503,3,0,1,1,0.74,0.6818,0.62,0.0896,891,2012,8,2,7
504,3,0,0,2,0.72,0.6515,0.45,0.2537,537,2011,18,0,6
505,2,0,1,1,0.6,0.6212,0.56,0.0,328,2011,12,3,5
506,3,0,1,2,0.62,0.5909,0.73,0.1642,1062,2012,18,1,9
507,1,0,1,1,0.24,0.2273,0.7,0.2537,712,2012,8,3,1
508,1,0,1,1,0.2,0.197,0.4,0.2239,233,2011,18,1,1
509,4,0,0,1,0.24,0.2576,0.75,0.0896,109,2011,8,6,12
510,3,0,1,1,0.86,0.7879,0.41,0.2537,239,2011,14,4,7
511,2,0,1,1,0.6,0.5909,0.69,0.0896,1002,2012,17,3,3
512,3,0,1,1,0.84,0.7576,0.41,0.2836,258,2011,12,3,7
513,4,0,1,1,0.48,0.4697,0.55,0.194,249,2011,13,2,11
514,1,0,0,1,0.36,0.3485,0.43,0.194,519,2012,12,6,2
515,1,0,0,1,0.5,0.4848,0.77,0.1045,159,2012,22,0,3
516,2,0,0,1,0.74,0.6818,0.58,0.1642,379,2011,10,6,6
517,1,0,1,2,0.26,0.2273,0.65,,34,2012,1,3,12
518,3,0,1,1,0.8,0.7576,0.55,0.2537,246,2011,15,4,8
519,2,0,1,1,0.64,0.5909,,0.1343,63,2011,0,1,6
520,3,1,0,1,0.82,0.7576,0.46,0.1343,675,2012,11,3,7
521,3,0,0,1,0.66,0.6212,0.65,,660,2012,10,6,9
522,1,0,1,1,0.36,0.3636,0.4,0.1045,340,2011,18,1,3
523,1,0,1,1,0.12,0.1515,0.68,0.1045,30,2011,5,2,1
524,1,0,1,3,0.36,0.3485,0.93,0.2537,28,2012,2,4,1
525,1,0,1,2,0.26,0.2576,0.5,0.2239,135,2011,13,5,2
526,4,0,1,1,0.24,0.2879,0.7,0.0,41,2011,2,5,12
527,4,0,1,1,0.56,0.5303,0.6,0.1642,262,2011,15,1,10
528,4,0,0,3,0.4,0.4091,0.82,0.2239,235,2012,17,0,10
529,1,0,0,1,0.64,0.6212,0.5,0.1343,893,2012,17,6,3
530,2,0,1,1,0.46,0.4545,0.94,0.194,26,2011,4,1,4
531,3,0,0,1,0.66,0.5909,0.89,0.0,54,2012,4,0,9
532,1,0,1,1,0.36,0.3485,0.71,0.2239,41,2011,1,4,3
533,3,0,1,1,0.68,0.6364,0.89,0.1343,30,2011,3,2,7
534,4,0,1,1,0.52,0.5,,0.194,332,2012,20,5,10
535,1,0,1,1,0.24,0.2727,0.62,0.1045,88,2011,22,2,3
536,1,0,1,1,0.32,0.3182,0.39,0.194,325,2011,18,2,3
537,4,0,0,2,0.36,0.3485,0.81,,258,2011,18,0,10
538,4,0,1,2,0.56,0.5303,0.73,0.2537,89,2012,0,1,10
539,2,0,1,2,0.62,0.6212,,0.3582,345,2012,14,1,5
540,2,0,1,2,0.5,0.4848,0.72,0.194,395,2011,19,2,4
541,2,0,0,2,0.62,0.6061,0.61,0.1343,33,2011,5,0,6
542,2,0,1,1,0.34,0.303,0.66,0.3881,435,2012,7,1,4
543,1,0,1,1,0.2,0.1818,0.75,0.3881,308,2011,8,1,3
544,4,0,0,1,0.54,0.5152,0.52,0.4627,264,2011,20,0,10
545,3,0,1,2,0.54,0.5152,0.77,0.4627,322,2011,16,4,9
546,4,0,0,1,0.4,0.4091,0.5,,439,2012,17,6,12
547,4,0,1,2,0.4,0.4091,0.87,0.0896,61,2011,0,2,10
548,3,0,1,1,0.78,0.7576,0.66,0.2239,791,2011,17,2,6
549,4,0,1,1,0.26,0.2273,0.52,0.3284,172,2011,10,4,12
550,4,0,0,1,0.38,0.3939,0.62,0.2836,506,2012,11,0,11
551,1,0,0,1,0.4,0.4091,0.17,0.4179,33,2011,6,6,2
552,1,0,0,2,0.24,0.2424,0.65,0.1642,49,2011,1,6,2
553,3,0,1,1,0.86,0.7879,0.41,0.3284,301,2011,20,5,7
554,1,0,1,2,0.22,0.2727,0.69,0.0,329,2012,9,4,1
555,2,0,1,1,0.62,0.5758,,0.1343,264,2011,23,5,6
556,3,0,1,1,0.8,0.7879,0.63,0.1642,351,2012,22,4,6
557,3,0,1,2,0.8,0.7424,0.52,0.2537,483,2011,19,3,6
558,4,0,1,1,0.32,0.303,0.66,0.2537,46,2011,1,5,10
559,4,1,0,1,0.34,0.3636,0.71,0.0,95,2012,20,4,11
560,3,1,0,2,0.74,0.6818,0.62,0.1045,637,2011,21,1,7
561,3,0,1,1,0.72,0.6818,0.62,0.0,34,2012,4,2,7
562,4,0,1,2,0.72,0.6667,0.58,0.3284,419,2012,13,4,10
563,1,0,0,3,0.22,0.2273,1.0,0.1642,95,2011,12,6,2
564,2,0,1,2,0.66,0.6212,0.74,0.2836,349,2012,14,5,5
565,4,0,1,2,0.56,0.5303,0.94,0.0,553,2012,7,5,9
566,2,0,1,1,0.76,0.6667,0.23,0.5522,217,2011,15,1,4
567,3,0,1,3,0.64,0.2424,0.83,0.2239,187,2012,23,5,8
568,2,0,1,1,0.7,0.6515,0.65,0.2537,351,2011,12,5,6
569,3,0,1,1,0.72,0.6818,0.66,0.2836,451,2011,7,2,7
570,3,0,1,1,0.7,0.6515,0.61,0.1642,230,2011,11,2,9
571,2,0,0,1,0.8,0.697,0.29,0.2537,737,2012,12,6,6
572,1,0,0,2,0.26,0.2273,0.48,0.2985,28,2012,5,0,2
573,1,0,1,1,0.12,0.1515,0.54,0.1045,26,2012,3,1,2
574,4,0,0,2,0.36,0.3636,0.93,0.1045,33,2012,5,6,12
575,4,0,1,1,0.44,0.4394,0.88,0.0896,158,2011,23,4,10
576,2,0,0,3,0.5,0.4848,0.82,0.3881,162,2012,21,6,4
577,1,0,1,3,0.24,0.2273,0.87,0.194,198,2012,21,3,2
578,4,0,1,3,0.62,0.6061,0.69,0.3582,782,2012,16,5,10
579,1,0,1,1,0.12,0.1515,0.5,0.1045,36,2011,5,3,2
580,1,0,1,1,0.26,0.2576,0.6,0.2239,48,2012,5,5,2
581,1,1,0,1,0.3,0.3182,0.75,0.0896,140,2012,11,2,12
582,1,0,1,1,0.3,0.303,0.33,0.1642,148,2011,20,1,3
583,1,0,1,2,0.34,0.3182,0.87,0.2836,320,2012,7,4,1
584,3,0,1,2,0.62,0.5455,0.94,0.0,121,2011,11,5,9
585,2,0,0,1,0.7,0.6667,0.74,0.1045,324,2011,19,0,6
586,3,0,1,1,0.66,0.6212,0.29,0.3881,276,2012,22,1,6
587,3,0,1,3,0.6,0.5455,0.88,0.0,40,2011,13,3,9
588,4,0,0,2,0.24,0.2424,0.93,,67,2012,7,0,12
589,2,0,1,1,0.62,0.6061,0.69,0.1343,30,2011,1,2,6
590,4,0,0,1,0.42,0.4242,0.41,0.194,537,2011,15,6,11
591,1,1,0,1,0.24,0.2121,0.32,0.3881,46,2012,7,1,1
592,4,0,0,3,0.34,0.3182,0.87,0.2537,57,2011,1,0,10
593,4,0,0,1,0.36,0.3636,0.57,0.1045,101,2011,2,0,11
594,3,0,1,2,0.6,0.5152,0.94,0.1045,38,2011,2,4,9
595,1,0,1,3,0.28,0.2727,0.93,0.1642,26,2011,3,2,2
596,1,0,1,2,0.14,0.1667,0.63,0.1045,26,2011,2,5,2
597,4,0,1,1,0.46,0.4545,0.82,0.2239,44,2012,1,4,10
598,4,0,1,2,0.62,0.5606,0.88,0.1045,36,2011,2,1,9
599,3,0,1,1,0.84,0.7727,0.47,0.0896,416,2012,15,4,7
600,3,0,0,3,0.72,0.697,0.74,0.2985,284,2011,16,0,8
601,3,0,1,1,0.66,0.5909,0.89,0.1343,80,2012,5,4,8
602,4,1,0,1,0.28,0.2727,0.45,0.2537,187,2011,7,5,11
603,2,0,0,2,0.6,0.6061,0.6,0.1343,333,2012,21,6,5
604,3,0,1,1,0.66,0.6212,0.47,,210,2011,11,1,8
605,4,0,1,1,0.26,0.2424,0.6,0.2836,38,2011,1,4,12
606,1,0,0,2,0.44,0.4394,0.94,0.2537,48,2011,1,0,1
607,1,0,0,1,0.24,0.2576,0.75,0.0896,38,2012,5,6,1
608,4,0,1,1,0.6,0.5152,0.94,0.1343,120,2011,23,3,9
609,3,0,1,1,0.74,0.6818,0.58,0.1642,187,2011,6,3,7
610,1,0,0,3,0.24,0.1818,0.93,0.6119,34,2011,21,0,3
611,3,0,1,1,0.46,0.4545,0.72,0.1045,49,2012,1,4,9
612,1,0,1,1,0.5,0.4848,0.34,0.4179,300,2012,13,3,3
613,4,0,1,1,0.3,0.2727,0.52,0.3284,325,2011,9,4,12
614,2,0,1,1,0.5,0.4848,,0.2239,29,2011,3,3,5
615,4,0,0,2,0.5,0.4848,0.63,0.3582,52,2012,4,0,10
616,1,0,1,2,0.24,0.2424,0.93,0.1642,188,2012,16,1,1
617,1,0,1,1,0.72,0.6515,0.32,0.2239,410,2012,15,4,3
618,1,0,0,1,0.36,0.3485,0.27,0.1642,309,2011,14,0,2
619,1,0,1,1,0.32,0.3485,0.39,0.0,130,2011,13,2,3
620,1,0,1,2,0.34,0.3485,0.66,0.1045,147,2011,20,5,12
621,3,0,0,1,0.62,0.6061,0.65,0.194,172,2011,0,6,7
622,2,0,0,1,0.7,0.6515,0.61,0.2239,317,2011,9,6,6
623,3,0,1,1,0.66,0.6061,0.83,0.4179,60,2011,5,4,8
624,3,0,1,1,0.66,0.6212,0.31,0.3881,489,2012,15,1,9
625,4,0,0,2,0.34,0.3636,,0.0,33,2012,6,0,12
626,3,0,1,1,0.72,0.6818,0.66,0.1642,245,2011,11,3,9
627,3,0,0,1,0.58,0.5455,0.94,0.1642,33,2011,6,6,9
628,2,0,1,1,0.56,0.5303,0.83,0.1045,30,2012,2,2,4
629,3,0,0,1,0.74,0.6818,0.55,0.194,603,2011,16,6,9
630,2,0,1,1,0.32,0.303,0.61,0.2239,460,2011,8,3,4
631,3,0,1,1,0.7,0.6667,0.79,,199,2011,21,1,7
632,3,0,1,2,0.7,0.6667,0.84,0.0,49,2012,1,4,9
633,3,0,1,1,0.76,0.697,0.55,0.1642,427,2012,9,5,6
634,3,1,0,2,0.74,0.697,0.7,0.1343,546,2011,13,1,9
635,2,0,1,3,0.52,0.5,0.88,0.1642,558,2011,18,5,5
636,4,0,1,2,0.36,0.3485,0.76,0.194,95,2011,23,1,10
637,3,0,1,2,0.7,0.6515,0.54,0.0,980,2012,8,5,7
638,3,0,0,1,0.86,0.7879,0.41,0.2239,688,2012,16,0,7
639,2,0,1,2,0.6,0.5606,0.83,0.1045,471,2012,9,2,5
640,4,0,0,1,0.28,0.2727,0.81,0.1642,45,2012,6,0,11
641,3,0,0,2,0.46,0.4545,0.77,,170,2011,8,6,9
642,3,0,1,1,0.72,0.6515,0.39,0.2239,321,2011,21,3,6
643,4,0,0,2,0.5,0.4848,0.82,0.194,67,2012,6,6,10
644,3,0,1,1,0.64,0.6061,0.69,0.1642,46,2011,1,2,8
645,1,0,1,3,0.42,0.4242,0.82,0.3881,44,2011,14,2,12
646,4,0,1,2,0.7,0.6667,0.74,0.2239,227,2011,13,2,9
647,2,0,0,1,0.48,0.4697,0.2,0.194,269,2012,22,6,4
648,1,1,0,2,0.32,0.303,0.57,0.2836,101,2011,9,1,2
649,1,0,1,1,0.48,0.4697,0.82,0.1045,56,2012,0,1,3
650,3,0,0,1,0.84,0.7273,0.3,0.3284,672,2012,15,6,6
651,1,0,1,2,0.24,0.2121,0.7,0.3582,28,2012,3,3,12
652,1,0,1,1,0.2,0.197,0.47,0.2239,686,2012,8,1,1
653,4,0,0,1,0.22,0.2273,0.55,0.194,166,2011,19,0,12
654,3,0,1,1,0.66,0.6061,0.83,0.1343,280,2012,6,2,7
655,3,0,0,3,0.74,0.697,0.7,0.0896,188,2012,22,0,7
656,1,0,1,3,0.42,0.4242,0.88,0.1642,155,2012,20,3,2
657,3,0,0,3,0.74,0.7121,0.74,0.6418,285,2011,17,0,8
658,2,0,1,1,0.46,0.4545,0.63,0.0,250,2011,7,1,4
659,2,0,1,1,0.68,0.6364,0.65,0.1343,357,2012,14,3,5
660,4,0,1,1,0.44,0.4394,0.67,0.2239,32,2011,3,4,10
661,3,0,1,2,0.66,0.5909,0.94,0.0,80,2012,5,4,8
662,4,0,0,1,0.26,0.2273,0.6,0.3284,28,2011,5,6,11
663,1,0,0,1,0.3,0.303,0.56,0.1642,116,2011,20,6,2
664,2,0,1,2,0.7,0.6667,0.79,0.1642,406,2011,7,3,6
665,4,0,0,1,0.38,0.3939,0.87,0.1343,131,2012,22,0,10
666,1,0,1,2,0.28,0.3182,0.87,0.0,30,2011,1,2,2
667,4,0,1,1,0.6,0.6212,0.56,0.2985,423,2012,21,2,9
668,3,0,1,1,0.76,0.697,0.52,0.2836,828,2011,17,3,9
669,1,0,1,1,0.4,0.4091,,0.2836,253,2012,13,3,2
670,2,0,0,3,0.52,0.5,0.83,0.1642,40,2012,5,0,5
671,4,0,0,1,0.56,0.5303,0.46,,789,2012,11,0,9
672,2,0,0,1,0.74,0.6515,0.35,0.2537,806,2012,15,6,6
673,1,0,0,3,0.42,0.4242,0.67,0.3881,166,2012,19,0,1
674,3,0,1,2,0.66,0.5909,,0.1045,416,2011,7,4,7
675,3,0,1,1,0.76,0.7121,0.62,0.2985,1086,2012,18,5,9
676,1,0,1,1,0.14,0.1364,0.74,0.2239,37,2011,5,2,1
677,1,0,1,1,0.2,0.1667,0.4,0.4478,41,2011,0,4,2
678,4,0,0,1,0.36,0.3788,0.5,0.0,505,2011,12,6,12
679,2,0,1,1,0.66,0.6212,0.44,0.194,802,2012,16,5,4
680,1,0,1,1,0.22,0.2576,0.75,0.0896,58,2012,0,5,1
681,3,0,0,1,0.68,0.6364,0.83,0.1343,245,2011,21,6,9
682,2,0,1,1,0.5,0.4848,0.42,,416,2012,12,4,3
683,3,0,1,2,0.84,0.8485,0.63,0.1642,456,2011,8,5,7
684,3,0,1,2,0.7,0.6515,0.58,0.1642,475,2012,21,4,8
685,3,0,1,1,0.74,0.6818,0.62,0.1642,305,2011,21,4,7
686,3,0,1,1,0.8,0.7424,0.49,0.2836,423,2012,12,2,8
687,4,0,1,1,0.46,0.4545,0.44,0.4925,355,2012,15,2,12
688,3,0,1,2,0.72,0.6667,0.58,0.0,546,2012,9,5,8
689,1,1,0,1,0.14,0.1515,0.46,0.1343,58,2012,0,1,1
690,1,0,1,2,0.28,0.2727,0.52,0.2239,264,2012,11,5,12
691,4,0,1,2,0.54,0.5152,0.68,0.3284,30,2011,3,2,11
692,3,0,1,1,0.74,0.6667,0.51,0.1642,679,2012,19,5,7
693,2,0,0,1,0.66,0.6212,0.69,,399,2011,20,0,6
694,2,1,0,1,0.4,0.4091,0.71,0.1642,225,2011,7,5,4
695,4,0,1,1,0.46,0.4545,0.82,0.194,234,2012,10,2,12
696,4,0,0,2,0.36,0.3485,0.93,0.1343,69,2012,23,0,12
697,2,0,0,1,0.62,0.6061,0.17,0.3582,676,2012,15,0,4
698,4,0,1,2,0.34,0.303,0.61,0.3284,134,2011,10,4,11
699,3,0,1,1,0.66,0.5909,0.89,0.1343,72,2011,0,4,7
700,1,1,0,2,0.42,0.4242,0.26,0.2985,36,2011,6,1,2
701,3,0,1,1,0.72,0.6515,0.45,0.0,364,2012,11,3,8
702,3,0,0,1,0.72,0.6818,0.7,0.194,526,2011,16,6,9
703,3,0,1,2,0.64,0.5758,0.83,0.194,241,2011,10,2,6
704,2,0,1,1,0.62,0.6061,0.61,0.3284,414,2011,16,2,5
705,2,0,1,2,0.64,0.6061,0.73,0.194,326,2012,15,1,5
706,3,0,1,1,0.8,0.7424,0.52,0.4478,459,2012,15,5,8
707,2,0,1,3,0.4,0.4091,0.5,0.0,349,2012,13,5,3
708,2,0,0,1,0.64,0.6212,0.38,0.1045,450,2011,10,6,6
709,3,0,1,1,0.9,0.8939,0.5,0.1045,171,2011,11,5,7
710,4,0,0,1,0.6,0.6212,0.4,0.2537,1030,2012,14,6,9
711,3,0,1,1,0.72,0.697,0.74,0.2239,30,2011,2,4,6
712,3,0,1,1,0.74,0.6667,0.48,0.194,502,2012,21,4,8
713,1,0,1,1,0.36,0.3333,0.87,0.2537,34,2012,3,5,1
714,1,0,0,2,0.34,0.3636,0.42,0.0,81,2011,20,0,2
715,1,0,1,2,0.28,0.2879,0.45,0.1045,230,2012,11,5,2
716,4,0,1,1,0.64,0.6212,0.41,0.2836,280,2011,14,3,10
717,1,1,0,2,0.32,0.303,0.66,0.2239,73,2012,19,2,12
718,1,0,0,2,0.46,0.4545,0.67,0.2836,280,2011,13,6,3
719,3,0,1,1,0.72,0.6515,0.37,0.1642,707,2012,16,3,9
720,3,0,1,1,0.6,0.5909,0.69,0.194,42,2011,2,1,8
721,4,0,1,2,0.54,0.5152,0.83,0.1642,656,2012,19,5,10
722,3,0,0,1,0.72,0.7121,0.84,0.2239,443,2012,19,0,7
723,1,0,0,1,0.08,0.0909,0.53,0.194,26,2011,4,0,1
724,2,0,0,2,0.62,0.6061,0.61,0.0,754,2012,16,0,5
